fuzzer,domain,score
tld-swap,nisusco-rp.no,3.238901256602631
tld-swap,nisusc-orp.no,3.238901256602631
tld-swap,nisu-scorp.no,3.238901256602631
tld-swap,nisus-corp.no,3.238901256602631
tld-swap,nisuscor-p.no,3.238901256602631
tld-swap,ni-suscorp.no,3.238901256602631
tld-swap,n-isuscorp.co,3.238901256602631
tld-swap,nis-uscorp.co,3.238901256602631
tld-swap,nisusco-rp.co,3.238901256602631
tld-swap,nisusc-orp.co,3.238901256602631
tld-swap,nisu-scorp.co,3.238901256602631
tld-swap,nisus-corp.co,3.238901256602631
tld-swap,nisuscor-p.co,3.238901256602631
tld-swap,ni-suscorp.co,3.238901256602631
tld-swap,n-isuscorp.ru,3.238901256602631
tld-swap,nis-uscorp.ru,3.238901256602631
tld-swap,nisusco-rp.ru,3.238901256602631
tld-swap,nisusc-orp.ru,3.238901256602631
tld-swap,nisu-scorp.ru,3.238901256602631
tld-swap,nisus-corp.ru,3.238901256602631
tld-swap,nisuscor-p.ru,3.238901256602631
tld-swap,ni-suscorp.ru,3.238901256602631
tld-swap,insuscorp.one,3.238901256602631
tld-swap,nisuscrop.one,3.238901256602631
tld-swap,nisuscopr.one,3.238901256602631
tld-swap,nisucsorp.one,3.238901256602631
tld-swap,nisusocrp.one,3.238901256602631
tld-swap,niusscorp.one,3.238901256602631
tld-swap,nissucorp.one,3.238901256602631
tld-swap,nsiuscorp.one,3.238901256602631
tld-swap,n-isuscorp.ir,3.238901256602631
tld-swap,nis-uscorp.ir,3.238901256602631
tld-swap,nisusco-rp.ir,3.238901256602631
tld-swap,nisusc-orp.ir,3.238901256602631
tld-swap,nisu-scorp.ir,3.238901256602631
tld-swap,nisus-corp.ir,3.238901256602631
tld-swap,nisuscor-p.ir,3.238901256602631
tld-swap,ni-suscorp.ir,3.238901256602631
tld-swap,n-isuscorp.np,3.238901256602631
tld-swap,nis-uscorp.np,3.238901256602631
tld-swap,nisusco-rp.np,3.238901256602631
tld-swap,nisusc-orp.np,3.238901256602631
tld-swap,nisu-scorp.np,3.238901256602631
tld-swap,nisus-corp.np,3.238901256602631
tld-swap,nisuscor-p.np,3.238901256602631
tld-swap,ni-suscorp.np,3.238901256602631
tld-swap,insuscorp.win,3.238901256602631
tld-swap,nisuscrop.win,3.238901256602631
tld-swap,nisuscopr.win,3.238901256602631
tld-swap,nisucsorp.win,3.238901256602631
tld-swap,nisusocrp.win,3.238901256602631
tld-swap,niusscorp.win,3.238901256602631
tld-swap,nissucorp.win,3.238901256602631
tld-swap,nsiuscorp.win,3.238901256602631
tld-swap,n-isuscorp.porn,3.240223928941852
tld-swap,nis-uscorp.porn,3.240223928941852
tld-swap,nisusco-rp.porn,3.240223928941852
tld-swap,nisusc-orp.porn,3.240223928941852
tld-swap,nisu-scorp.porn,3.240223928941852
tld-swap,nisus-corp.porn,3.240223928941852
tld-swap,nisuscor-p.porn,3.240223928941852
tld-swap,ni-suscorp.porn,3.240223928941852
tld-swap,n-isuscorp.press,3.25
tld-swap,nis-uscorp.press,3.25
tld-swap,nisusco-rp.press,3.25
tld-swap,nisusc-orp.press,3.25
tld-swap,nisu-scorp.press,3.25
tld-swap,nisus-corp.press,3.25
tld-swap,nisuscor-p.press,3.25
tld-swap,ni-suscorp.press,3.25
tld-swap,insuscorp.ph,3.2516291673878226
tld-swap,nisuscrop.ph,3.2516291673878226
tld-swap,nisuscopr.ph,3.2516291673878226
tld-swap,nisucsorp.ph,3.2516291673878226
tld-swap,nisusocrp.ph,3.2516291673878226
tld-swap,niusscorp.ph,3.2516291673878226
